Structure of smiles [idcode]	smiles	name	Total Molweight	cLogP	cLogS	H-Acceptors	H-Donors	Total Surface Area	Relative PSA	Polar Surface Area	Druglikeness	Shape Index	Molecular Flexibility	Molecular Complexity	Rotatable Bonds	
fgAq@DLTtCTyHhihXdlTt[UjYjjjkAEqZ`@	[C@@H]1(C[N@@H+]2CC[C@H]1CC2)c1nnc(C)o1	LocE_ZINC000000002494_rank1.pdb	194.257	-0.9306	-0.768	4	1	163.87	0.32733	43.36	0.65309	0.57143	0.37578	0.73114	1	
deTD@@IIf]vzB@h@@	c1(ccc(c(c1)O)O)CC	LocE_ZINC000000002501_rank1.pdb	138.165	1.7277	-1.527	2	2	111.98	0.23397	40.46	-2.4802	0.7	0.33752	0.65162	1	
dmtD@@IIf]un``J`@@	c1(ccc(c(c1)O)O)CCC	LocE_ZINC000000002502_rank1.pdb	152.192	2.1821	-1.797	2	2	125.74	0.20837	40.46	-4.4912	0.72727	0.44731	0.67346	2	
dmtD@@IIf[}a``b`@@	c1(cccc(c1O)O)CCC	LocE_ZINC000000002504_rank1.pdb	152.192	2.1821	-1.797	2	2	125.74	0.20837	40.46	-4.4912	0.63636	0.40535	0.70527	2	
flma@@@`rJJIQSQFHideFlxLXH@H`jbJAh@	CN1CCc2cccc3-c4c(C[C@@H]1c23)cccc4O	LocE_ZINC000000002530_rank1.pdb	251.328	3.2739	-3.389	2	1	188.71	0.088231	23.47	4.7822	0.42105	0.14865	0.92746	0	
dkm@B@hIrRHjIKRUjjej`@	N1(C=CC(C)(C)C=C1)CC[NH+](C)C	LocE_ZINC000000002558_rank1.pdb	181.302	-0.6033	-0.971	2	1	174.61	0.12107	7.68	-0.1282	0.69231	0.66632	0.49929	3	
fbmhP@LF\gHIJudbbbbRTRJJIRshijjjhF@jBPRDQT`@	[C@@H]1([C@H]([C@@H](O[C@@H]1n1cnc2c(ncnc12)N)CO)O)OC	LocE_ZINC000000002617_rank1.pdb	281.271	-1.3117	-2.453	9	3	197.08	0.51375	128.54	1.3983	0.5	0.29333	0.88077	3	
f`qhA@NBl{pH`tPdsKNkKIZmA@qTtLKT@@	NC1=[N]=C(N)N=C(N1)c1cc(Cl)ccc1Cl	LocE_ZINC000000002645_rank1.pdb	257.104	1.1483	-4.139	5	3	178.55	0.37564	100.22	0.85941	0.5	0.45348	0.76182	1	
dmvD@LCdiiWlZjjjhb@@	[C@]1(C)(OCC(C)(C)N1O)CC	LocE_ZINC000000002686_rank1.pdb	159.228	0.7459	-1.339	3	1	124.03	0.21487	32.7	-1.5972	0.54545	0.25946	0.80861	1	
dmvH@HAIffgejjjh@@	CC1(C)CCCC(C)(C)N1O	LocE_ZINC000000002687_rank1.pdb	157.256	1.3296	-1.877	2	1	127.79	0.13029	23.47	-3.9435	0.45455	0.14873	0.59915	0	
fasQ`@MA@cNQQJJJIIK[@jRVkA}Ejf`jBJjh@@	O(C1CCN(CC1)C)C(=O)c1c[nH]c2ccccc12.CC(C)(C)O	LocE_ZINC000000002688_rank1.pdb	332.442	2.1131	-2.469	4	1	201.78	0.20111	45.33	6.629	0.63158	0.25438	0.73452	3	
dk~D@F@tfYWW[fE]ZjjjjIItF[@@	O=C1C[N@@]2[C@H]3C[C@@H](C[C@H]2C[C@@H]1C3)O	LocE_ZINC000000002689_rank1.pdb	181.234	0.2674	-1.404	3	1	126.2	0.23526	40.54	3.9103	0.61538	0.20885	0.79548	0	
dcm@PDp@`PaIf_eIeujjfe@@	S=c1[nH]ccn1Cc1cccs1	LocE_ZINC000000002698_rank1.pdb	196.298	1.089	-2.507	2	1	150.43	0.42126	75.6	3.6158	0.58333	0.53756	0.66172	2	
deTD@@IIf[QejVi@@	Cc1ccccc(c1=O)O	LocE_ZINC000000002747_rank1.pdb	136.15	0.7998	-1.443	2	1	112.28	0.23281	37.3	0.74296	0.5	0.21145	0.65917	0	
dmL``DiiCDRYV]kiVejeh@@	Nc1nc(Br)cn2ccnc12	LocE_ZINC000000002754_rank1.pdb	213.038	0.0979	-3.3	4	1	123.18	0.36662	56.21	-2.3476	0.54545	0	0.75543	0	
dcl``DieCDRYVUZy]iZjV`@	CNc1nc(Br)cn2ccnc12	LocE_ZINC000000002755_rank1.pdb	227.065	0.4222	-3.284	4	1	138.38	0.29881	42.22	-1.3123	0.5	0.18263	0.78341	1	
dk\``DieCDRYVUVnWZVjej@@	N(c1nc(Br)cn2ccnc12)CC	LocE_ZINC000000002756_rank1.pdb	241.091	0.8285	-3.584	4	1	152.14	0.27179	42.22	-1.7325	0.53846	0.27905	0.73114	2	
dk\``D[eBHrJJIQGIazZZfZf@@	N(c1ncc(Cl)n2ccnc12)CC	LocE_ZINC000000002757_rank1.pdb	196.64	0.7093	-3.486	4	1	148.93	0.27765	42.22	1.6986	0.61538	0.27905	0.74185	2	
flu@P@@LtgIEDhhmCBejRDXLZB`j@@hHT`@	[C@@H]1(COc2c(ccc(c2O)O)C1)c1ccc(cc1)O	LocE_ZINC000000002824_rank1.pdb	258.272	2.9347	-2.598	4	3	188.59	0.26141	69.92	-1.2742	0.63158	0.28739	0.78235	1	
ffcP`@CIAQJ[eWUvY~RMXmZBBJj``B@@@	c1(cc2c(cc1OC)CN(CC2)Cc1ccccc1N)OC	LocE_ZINC000000002825_rank1.pdb	298.385	1.9791	-2.914	4	1	237.9	0.16318	47.72	1.9823	0.59091	0.35086	0.79105	4	
fnc``@H@BeKOlkJtu`akTmL@EUUT@`r@	c1(cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)/C=C/c1cc(C)no1	LocE_ZINC000000002845_rank1.pdb	313.439	5.5469	-5.265	3	1	260.96	0.14631	46.26	-1.9575	0.47826	0.40478	0.70898	4	
fluI@@BRTdBSLknrntXJW`uA@T@EpP``@	N(c1ncnc2c1CC[C@@H]2O)c1ccc(cc1)C#N	LocE_ZINC000000002857_rank1.pdb	252.276	1.9566	-3.786	5	2	196.58	0.30552	81.83	-4.9457	0.63158	0.29235	0.77309	2	
fbmqB@BTm@@PeWJlkJkpWlabtuPA@D@PA@@	[S@](=O)(c1nc2ccccc2[nH]1)Cc1c(cccc1)NC	LocE_ZINC000000002870_rank1.pdb	285.37	2.1381	-2.828	4	2	216.15	0.27361	76.99	-1.3082	0.55	0.47722	0.74882	4	
dco@PDrPBABDfY~TfWVjjZT@@	S=c1[nH]ccn1Cc1nccs1	LocE_ZINC000000002913_rank1.pdb	197.286	0.0525	-1.527	3	1	149.19	0.49829	88.49	2.7345	0.58333	0.50342	0.66172	2	
dgH@BgPRYe^uX]NBBFfH@@	Cn1ccc(Nc2ccccc2O)n1	LocE_ZINC000000002922_rank1.pdb	189.217	1.258	-2.19	4	2	151.05	0.2807	50.08	2.6587	0.64286	0.42521	0.64123	2	
fdeQB@A^tBHrJJIHqQYILxZpXpDESULL@@	O=C1C2=C(NCC=C2)CN1Cc1ccccc1Cl	LocE_ZINC000000003002_rank1.pdb	260.723	1.763	-2.511	3	1	191.89	0.14618	32.34	4.6945	0.55556	0.45747	0.79105	2	
dmOH@DyPR[geJiUjjViLQH@	[C@@H]1(C[C@@H]1c1c[nH]cn1)C(=O)N	LocE_ZINC000000003018_rank1.pdb	151.168	-0.4202	-1.123	4	2	113.12	0.47092	71.77	3.8026	0.63636	0.35339	0.70078	2	
fnsA`@@DsdTTTttRdJVTcAVBdkSMUMUSUUbbeKH@	C1(=CC2=CC(=O)[C@@H]3C(C)(C)CCC[C@@]3(C)[C@@H]2C(=O)C1=O)C(C)C	LocE_ZINC000000003047_rank1.pdb	314.423	3.4509	-3.574	3	0	236.57	0.16536	51.21	-7.2692	0.43478	0.25242	0.9311	1	
dg|L@@j\bTTTtROJ]lDA@@@@	c1(c(c(cc2ccccc12)O)O)C=O	LocE_ZINC000000003071_rank1.pdb	188.182	2.0959	-2.954	3	2	140.1	0.28009	57.53	-4.1407	0.5	0.17101	0.72591	1	
fleQC@EFRBPQHXdLbdLTRRLRVehLZhHLjjb@@	c1(ccc(cc1C(F)(F)F)N1CCC(CC1)O)C#N	LocE_ZINC000000003174_rank1.pdb	270.253	2.3244	-3.76	3	1	195.12	0.15483	47.26	-7.4489	0.57895	0.46576	0.75402	2	
foAp@@@PIddRRLTTUFF]UU@QD@@@	Cc1cccc(C)c1NNN1CCCC1	LocE_ZINC000000003180_rank1.pdb	205.304	3.0566	-2.155	3	2	172.54	0.15341	27.3	1.9625	0.6	0.51659	0.54381	3	
daE@@@YJY^f@``@@	Cc1cnc(C)cn1	LocE_ZINC000000003182_rank1.pdb	108.144	0.4536	-0.762	2	0	95.3	0.23022	25.78	-1.995	0.75	0	0.62123	0	
daE@@@YJYZf@``@@	Cc1nccnc1C	LocE_ZINC000000003183_rank1.pdb	108.144	0.4536	-0.762	2	0	95.3	0.23022	25.78	-1.995	0.625	0	0.62123	0	
daFH@LCIEECeTsT@@	Cc1nc(C)c(C)o1	LocE_ZINC000000003184_rank1.pdb	111.143	1.2612	-1.429	2	0	98.49	0.25465	26.03	-4.8114	0.625	0	0.76113	0	
fgA`ADK@bBQEiRYg^eYrVcV``JjbdBdd@	Clc1ccc(cc1Cl)[C@]12C[NH2+]C[C@H]1C2	LocE_ZINC000000003189_rank1.pdb	229.129	2.5039	-3.825	1	1	149.03	0.051936	16.61	-0.83461	0.57143	0.36472	0.75181	1	
do@pIupbBbKBDfYwgYn``IjXBA`	C/C(=N\NC(=S)N)/c1ccc(Cl)c(Cl)c1	LocE_ZINC000000003248_rank1.pdb	262.163	2.6819	-4.73	3	2	192.02	0.34496	82.5	1.3686	0.66667	0.39711	0.65205	2	
foAa@@D@rJIQQSHzcCVZjB`JHXP@	N(C(=O)[C@H]1CC1(C)C)c1ccc(C)cc1	LocE_ZINC000000003263_rank1.pdb	203.284	2.6261	-3.155	2	1	162.42	0.15084	29.1	1.7697	0.66667	0.35488	0.55303	2	
flmP@@@ARfYfUe~deNMGrP`@HBHB@@@	c1(c2c(-c3ccccc3CC2)nc2ccccc12)N	LocE_ZINC000000003275_rank1.pdb	246.312	3.5213	-4.728	2	1	188.92	0.13889	38.91	-3.0049	0.52632	0.063224	0.87211	0	
dmNHRATHa@`YRY[YJnffjiZF`@	[C@@H]1(CC(=O)c2csc(Cl)c12)[NH3+]	LocE_ZINC000000003357_rank1.pdb	188.658	-1.7759	-2.8	2	1	122.86	0.38971	72.95	-0.39746	0.54545	0	0.81506	0	
figqBBLTxh@QRU]dbbbTTRRvQtRPkFCyOQt@@P@DP@@@@@	c1(nnc(c2ccccc12)Cc1ccccc1)Sc1[n+]([O-])cccc1	LocE_ZINC000000003374_rank1.pdb	345.425	3.4336	-6.612	4	0	258.2	0.20794	76.54	-2.6131	0.56	0.29387	0.82405	4	
fhypB@BRTBHRYe^uUXKQoA``aj@@@@@	N(c1nc2ccccc2[nH]1)c1c(Cl)cccc1	LocE_ZINC000000003421_rank1.pdb	243.696	3.7651	-4.412	3	2	182.83	0.1992	40.71	0.52583	0.58824	0.29572	0.72232	2	
feoPP@NJAIM\dTTTJTrRRTRRIJJuzMVcgTluAADE@TP@@	c1(nn(c2cc3c(cc12)OCO3)Cc1ccccc1)c1ccc(o1)CO	LocE_ZINC000000003494_rank1.pdb	348.357	2.9403	-4.421	6	1	259.16	0.251	69.65	3.6083	0.5	0.34214	0.90752	4	
fakP`@DR@IIe]nUfUWhsKZ}Zefj`@@B@@@	O=C(N(Cc1ccccc1)Cc1ccccc1)c1ccc(=O)[nH]c1	LocE_ZINC000000003542_rank1.pdb	318.375	1.8557	-2.978	4	1	255.51	0.16082	49.41	3.2922	0.5	0.56988	0.67785	5	
f`aP`@DR@IIe]nYjLZefjj`@@	N(C(=O)c1ccc(=O)[nH]c1)(C(C)C)C(C)C	LocE_ZINC000000003543_rank1.pdb	222.287	0.5507	-1.688	4	1	182.51	0.22514	49.41	-2.3553	0.5625	0.6421	0.62421	3	
dg]D@DdARYW[eifiYjj@@	c1(ccc(=O)[nH]c1)C(=O)N(CC)CC	LocE_ZINC000000003544_rank1.pdb	194.233	-0.1679	-0.932	4	1	160.51	0.256	49.41	3.7524	0.64286	0.64058	0.60279	3	
foAP`@DR@IIe]nUhrsfiYjjh@@	O=C(N1CCCCC1)c1ccc(=O)[nH]c1	LocE_ZINC000000003546_rank1.pdb	206.244	0.1525	-1.288	4	1	163.77	0.2509	49.41	1.5783	0.66667	0.50232	0.63634	1	
fj}q@@DRrAIefUWmUUXsdeZ`hJ@`pbAH@	C(=O)(N[C@@H]1CCc2ccccc2C1)c1ccc(nc1)C#N	LocE_ZINC000000003558_rank1.pdb	277.326	2.3072	-3.755	4	1	222.98	0.21989	65.78	-3.1946	0.66667	0.37073	0.74421	2	
ffsHB@DXXd@PdsKNkwJ}FZlEIZmUAADa@I@@@	S=c1[nH]nc(n1c1ccccc1)Cc1c[nH]c2ccccc12	LocE_ZINC000000003569_rank1.pdb	306.392	3.1949	-4.829	4	2	234.89	0.29167	75.51	2.8081	0.54545	0.42911	0.81096	3	
fak`P@L`YkrSLr{]k{JQdcQRtEAPDAUTDLP@	C([C@@H]1Oc2c(ccc(c2O)O)C1=O)c1ccc(cc1)N(CC)CC	LocE_ZINC000000003595_rank1.pdb	327.379	3.1188	-3.721	5	2	248.57	0.21237	70	3.1342	0.58333	0.46043	0.82757	5	
fnkIB@AZCGHICHhhdcEDehcDf\M[pZm`HJiZZfbfGh@	NC1=N[C@H](c2ccn(c2N1)Cc1ccccc1F)c1ccco1	LocE_ZINC000000003634_rank1.pdb	310.331	1.8321	-3.772	5	2	233.73	0.25337	68.48	1.6429	0.52174	0.40111	0.88752	3	
fi{P`@NRAWHhheDdhXdheLYFbtoV`hJ@@H``@@@	c1(cnc2c(cccc2c1Nc1ccccc1C)OC)C(=O)CCC	LocE_ZINC000000003665_rank1.pdb	334.418	4.5599	-5.486	4	1	269.89	0.16848	51.22	-1.7444	0.44	0.37577	0.86357	6	
ff}Qc@MQCdh@bd`rPrQQQQEPjJIQrTzMAQATsSQPE@@	C1(=C(C)NC(=O)N[C@@H]1c1ccccc1SC(F)F)C(=O)OC	LocE_ZINC000000003681_rank1.pdb	328.338	3.197	-3.816	5	2	230.81	0.3314	92.73	-2.0993	0.45455	0.4369	0.87179	5	
dcMH@DpDfYWxYZjVj@@	CNC(=O)N1C=CC(C)(C)C=C1	LocE_ZINC000000003682_rank1.pdb	166.223	0.8489	-2.009	3	1	139.7	0.20079	32.34	1.0025	0.66667	0.56653	0.52968	0	
f`iQ@@NRAdTTRbaaRXjVg^jffjZiaA@@	C1(=C2C(=CC=CC2)NC2=C1[C@H](CCC2)O)N	LocE_ZINC000000003711_rank1.pdb	216.283	0.9092	-2.737	3	3	163.92	0.24298	58.28	-2.0997	0.5	0.20174	0.86187	0	
fakIB@BTLz@@aJnUf{eYgyHKT}ZZj@H@jAB@D@	Cc1cccnc1n1ccnc1[S@](=O)Cc1ccccc1N(C)C	LocE_ZINC000000003722_rank1.pdb	340.45	3.1935	-3.361	5	0	263.06	0.20938	70.23	-0.081045	0.5	0.51	0.8267	5	
ffcAP@@Z]DjTrrnso[txIPTtDQDDDUPPi@@	[C@@H]1(COc2cc(c(cc2C1)O)O)c1ccc(c(c1)OC)OC	LocE_ZINC000000003732_rank1.pdb	302.325	3.1404	-2.93	5	2	226.76	0.24784	68.15	-1.09	0.59091	0.3104	0.81291	3	
dcLL@@ITfYUXYZejY@@	c1(cccccc1=O)OC(=O)C	LocE_ZINC000000003736_rank1.pdb	164.16	0.8442	-1.729	3	0	135.47	0.26633	43.37	1.4008	0.58333	0.24264	0.62294	2	
dcm@PDp@aPaIf_eIeujjZV@@	S=c1[nH]ccn1Cc1ccsc1	LocE_ZINC000000003741_rank1.pdb	196.298	1.0068	-2.397	2	1	150.43	0.42126	75.6	2.525	0.58333	0.50342	0.66172	2	
fnsqbDBVBzkPR@YrJJIQIIJKSEQdcA}FBBbjZjfI@@	n1(cc(c(=O)c2cc(F)c(cc12)N1CC[NH2+]CC1)C(=O)O)CC	LocE_ZINC000000003742_rank1.pdb	320.343	0.1525	-2.856	6	2	228.57	0.23634	77.46	1.2918	0.52174	0.35127	0.89007	3	
dcl``DZUCDrJJIKPdpsSUKS@@	CNc1nccn2c(Br)cnc12	LocE_ZINC000000003750_rank1.pdb	227.065	0.4222	-3.284	4	1	138.38	0.29881	42.22	-0.35731	0.58333	0.18263	0.79652	1	
dk^B@LAAgHhdheDZ{SZhF@`@@	O=c1[nH]c(=O)c2cccc(c2o1)O	LocE_ZINC000000003754_rank1.pdb	179.131	0.7166	-2.165	5	2	123.07	0.49273	75.63	-12.753	0.53846	0.031239	0.74025	0	
fgAI@DHDYhFiRegnUpSQmViZjjjlTWEj@@	[C@@H]1(C[N@@H+]2CC[C@H]1CC2)c1onc(N)n1	LocE_ZINC000000003765_rank1.pdb	195.245	-1.3673	-1.377	5	2	160.13	0.43034	69.38	0.67655	0.57143	0.37578	0.73114	1	
fhyQB@KNDBHRYWYWehqVoA`@ijZaP@@	c1(ccc(o1)c1ncc[nH]1)c1ccc(Cl)cc1	LocE_ZINC000000003793_rank1.pdb	244.68	3.0447	-4.44	3	1	186.22	0.20981	41.82	1.6982	0.64706	0.3632	0.74654	2	
fhi``@L@}dbbbTbgRfFNCUUU@DPbBQ@@	CN1C[C@@H](O[C@H]1C(C)(C)C)c1cccc(c1)O	LocE_ZINC000000003796_rank1.pdb	235.326	2.7267	-1.6	3	1	184.62	0.14435	32.7	-0.82349	0.52941	0.37875	0.6909	2	
fbup`@DZBANQQJJIJIGYQSk^Z`@H@i`@@	C(=O)(Nc1ccccc1N)c1ccc(cc1)NC(=O)C	LocE_ZINC000000003803_rank1.pdb	269.303	1.8335	-3.546	5	3	212.22	0.30285	84.22	1.4132	0.65	0.46492	0.65055	3	
dg}D@DDNRYWnUJcmjijjjB`@	C(=O)(N1CCCCC1)[C@@H]1CCC(=O)N1	LocE_ZINC000000003826_rank1.pdb	196.249	0.2379	-1.276	4	1	152.58	0.2693	49.41	5.3211	0.64286	0.47769	0.61678	1	
dg^@bIBlfTfUugjZ@BjjHF@@	[C@@H](C)([NH2+]C(C)C)Cc1ccc(I)cc1	LocE_ZINC000000003834_rank1.pdb	304.19	1.7834	-3.676	1	1	182.82	0.042337	16.61	-1.1265	0.71429	0.60973	0.52698	4	
fluHP@DXUh@oArJJJJXiYQIdmFbejjZfjih@@	Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O	LocE_ZINC000000003837_rank1.pdb	266.256	-0.6913	-0.858	8	0	188.62	0.37652	76.9	-2.5282	0.52632	0.33981	0.85734	2	
f`iX@@@XhsQldTRbrQbUART{pPTKTiP@@	c1(cc(n2cccn2)ncn1)n1nccc1	LocE_ZINC000000003851_rank1.pdb	212.216	1.314	1.688	6	0	166.22	0.34665	61.42	3.3033	0.5625	0.025857	0.72413	2	
deeDAJXDjVeImVfjj`@	[NH2+]([N+](C)(C)C)CCC(=O)O	LocE_ZINC000000003864_rank1.pdb	148.205	-1.9367	2.363	4	2	115.52	0.22732	53.91	-2.0633	0.7	0.82487	0.48648	4	
f`a`b`JDXBHuDVbGQGhcHhhhdecIrTDQEUP@@	c1(nc(c(Cl)c(c1Cl)OC)C(Cl)(Cl)Cl)OC	LocE_ZINC000000003868_rank1.pdb	325.406	3.8325	-5.637	3	0	204.05	0.15178	31.35	-1.7385	0.4375	0.42882	0.76319	3	
fluHa@FZlxrPAF@cIEEmEDhcDlTUiwjjjeZjZ`@@	Cn1c(=O)c2c(ncn2CC2SCCS2)n(C)c1=O	LocE_ZINC000000003885_rank1.pdb	298.39	0.3798	-1.805	6	0	203.6	0.4224	109.04	0.18517	0.52632	0.33834	0.86425	2	
dg}LBDlBVyrJJJQIJtIvuUTuT@@	N1(C(=O)CC2(CC[NH2+]CC2)C1=O)OC	LocE_ZINC000000003887_rank1.pdb	199.229	-1.4219	-0.809	5	1	141.51	0.33475	63.22	2.2476	0.57143	0.25251	0.70285	1	
ffsaBDKDADVgHhhldeDhdhbsakArVmKUUTEDCQbTMKH@	C[N@@H+]1CCC2=C(CC(=O)C(=C2)Cl)[C@H]2c3ccccc3CC[C@H]12	LocE_ZINC000000003897_rank1.pdb	314.835	1.8199	-3.724	2	1	243.96	0.12555	21.51	-1.7258	0.45455	0.15637	0.91408	0	
fdyIb@F\EHpX`qLbbbTRQrbUFRuRDQEUT@@@	Nc1ncnc2c1c(Br)cn2COC(CO)CO	LocE_ZINC000000003901_rank1.pdb	317.142	0.2194	-2.898	7	3	198.21	0.40502	106.42	-6.696	0.55556	0.49361	0.77052	5	
ff}qc@CAKAG@AEiBladdafdLRbTvR|gIUjj`hJEbQbT`@	[C@@](c1ccc(F)cc1F)([C@@H](C)S(=O)(=O)C)(O)Cn1cncn1	LocE_ZINC000000003902_rank1.pdb	331.342	0.097	-2.408	6	1	228.56	0.30841	93.46	3.2192	0.45455	0.53584	0.85592	5	
dcmH`DqPBDfY~TfWVjiiX@@	S=c1[nH]ccn1Cc1ccoc1	LocE_ZINC000000003921_rank1.pdb	180.231	0.3571	-2.155	3	1	144.18	0.39617	60.5	1.7039	0.58333	0.50342	0.66172	2	
do~B@LAEwHhmEDhciMjBAb`@@	c1(ccccc1OC(=O)N)C(=O)OCC	LocE_ZINC000000003929_rank1.pdb	209.2	1.3431	-2.62	5	1	163.3	0.37569	78.62	-3.7519	0.6	0.28904	0.67019	5	
foQH@@@PT[IDheEhUlTehuiZfjjfQQVP@	CC1=NN=C2C(=C3NN[C@H](C)C3=C[C@@H]12)C	LocE_ZINC000000003931_rank1.pdb	202.26	1.1598	-2.842	4	2	151.27	0.3037	48.78	3.0365	0.46667	0.026237	0.86391	0	
figqaDBLZghpRCiAlyEEEEEEDeEekisRoAcdlDQTUMMTqUCJ@@	c1(c(F)cc2c(=O)c(cn(c2c1F)C1CC1)C(=O)O)N1CC[C@@H](C1)[NH3+]	LocE_ZINC000000003933_rank1.pdb	350.344	-2.8174	-4.066	6	2	234.15	0.25949	88.49	0.78833	0.48	0.28939	0.93361	3	
ffcQ@@DZ@dskLr{vlmNBVkUTaPP@D@@@	c1(c([nH]c2ccccc12)Cc1ccccc1)CCNC(=O)C	LocE_ZINC000000003941_rank1.pdb	292.381	3.4121	-4.146	3	2	239.94	0.16042	44.89	3.4756	0.54545	0.45063	0.78472	5	
fj}qB@LDeX@QdbbRbbbRRQwMArdmMU@C@@P@@@	n1(c(nc2ccccc2c1=O)SCc1ccccn1)CC	LocE_ZINC000000003949_rank1.pdb	297.381	2.3813	-3.591	4	0	226.57	0.24964	70.86	3.3944	0.57143	0.37708	0.79924	4	
dg_D@ENpIIf]uYn``Ji`@_qAd	C(Cc1ccc(c(c1)O)O)NC(=[NH2])N	LocE_ZINC000000003953_rank1.pdb	196.229	-0.2101	-0.737	5	5	153.44	0.44447	104.53	2.1135	0.71429	0.62412	0.58251	3	
fdehb@JJLFIK@dLbbbtRbRQQFZMxMUUPLATXaDId@@	Nc1ncnc2c1ncn2[C@H]1O[C@H](C[C@H]1F)CO	LocE_ZINC000000003963_rank1.pdb	253.236	-0.1864	-3.306	7	2	176.08	0.44383	99.08	-4.3575	0.55556	0.27831	0.85046	2	
dmNDBAAAeIekTYEVjjjdrC@@	[C@]12(CC[N@@H+](CC1)C2)C(=O)OC	LocE_ZINC000000003967_rank1.pdb	156.204	-1.8389	-0.549	3	1	130.06	0.31239	30.74	-2.737	0.54545	0.40342	0.74432	2	
figqbDBNc{hpRDYrJJJJIYIQZXqQbkQBfkXHJbjZjibX@@	Cc1c(F)c(cc2c1c(=O)c(cn2C1CC1)C(=O)O)N1CC[NH2+]CC1	LocE_ZINC000000003971_rank1.pdb	346.381	0.6198	-3.664	6	2	241.33	0.22384	77.46	1.0817	0.48	0.31129	0.93566	3	
fbeHR@LD}EVgA@DIS[KjlwtYSUUULuH@@	c1(nc(n(C)c1COC(=O)NC)SC)COC(=O)NC	LocE_ZINC000000003975_rank1.pdb	302.354	0.0125	-1.705	8	2	233.69	0.44645	119.78	-0.61825	0.6	0.4828	0.75619	7	
dmMD@DdARYYY[iUjjZiLSP@	O=C1NCC[C@H]2CNC(=O)[C@@H]12	LocE_ZINC000000003976_rank1.pdb	154.168	-1.108	-0.74	4	2	111.2	0.44065	58.2	3.8838	0.54545	0.1174	0.75543	0	
fj}I@@DDCdBSJkkJ{KQcoYJuSS@ATlTJR@h	C(=C\c1ccc(cc1)n1ccnc1)/C1=NNC(=O)C[C@@H]1C	LocE_ZINC000000003978_rank1.pdb	280.33	1.8555	-5.407	5	1	224.68	0.23967	59.28	3.6663	0.66667	0.43395	0.69969	3	
fdeaC@J\ADDBFAFQQQSPqJEHcCVCFZijh@JHBP@	C[C@H]1c2ccccc2CCN1c1ssc(=O)c1Cl	LocE_ZINC000000004011_rank1.pdb	297.829	3.6377	-3.391	2	0	199.91	0.25797	70.91	2.4452	0.55556	0.26322	0.79438	1	
dg}H`LIPBLdTTLRfvMNtpDQT@@	Cc1c(c(C)c2sc(N)nc2c1C)O	LocE_ZINC000000004029_rank1.pdb	208.284	2.4707	-3.395	3	2	154.21	0.38713	87.38	-0.54045	0.5	0	0.82494	0	
deU@@@yJYfzxBHh@@	Cc1nc(C)c(C)nc1C	LocE_ZINC000000004042_rank1.pdb	136.197	1.2494	-1.498	2	0	119.82	0.18311	25.78	-1.995	0.6	0	0.59915	0	
fhyh@@@XiprTrmrkmAZLxHPT@pPP@@	Cn1cnc2c(ncnc12)Nc1ccccc1	LocE_ZINC000000004055_rank1.pdb	225.254	1.9935	-3.434	5	1	176.82	0.28979	55.63	2.0529	0.58824	0.273	0.73199	2	
fhiPQ@JLIIPPQGiAIf]VuUgCViZijjjpJFUd@	O=c1[nH]c(=O)n(cc1Cl)[C@@H]1C[C@@H](F)[C@@H](O1)CO	LocE_ZINC000000004084_rank1.pdb	264.639	-0.5707	-2.263	6	2	171.61	0.37405	78.87	0.39991	0.58824	0.43892	0.79328	2	
foQpBDHDL@HMJTl|l{`akF]RuUUUVJKbM@@	[C@@H]1(C[N@@H+]2CC[C@H]1CC2)c1snc(n1)CC	LocE_ZINC000000004100_rank1.pdb	224.351	0.1734	-0.015	3	1	183.88	0.3257	58.46	1.2849	0.6	0.37666	0.74106	2	
foAI@@D\UhBSLnklQdeMU@ET@@@	N(c1ncc2c(n1)N(C)C(=O)C2)C(C)C	LocE_ZINC000000004103_rank1.pdb	206.248	0.6975	-2.513	5	1	159.83	0.31277	58.12	3.5961	0.6	0.26714	0.75032	2	
do}D@DXGrJKIQQQV]Zjiff@@	n1(c(C)cc(c1C)C=O)CCNC(=O)C	LocE_ZINC000000004107_rank1.pdb	208.26	0.5837	-1.135	4	1	175.51	0.25303	51.1	2.343	0.66667	0.63499	0.64283	4	
fdyQaDLV`b`@bPQZ\ddlRRVRRgAJtmSUUUR`@@	c1(cc2cc(oc2s1)S(=O)(=O)N)C[NH2+]CC(C)C	LocE_ZINC000000004108_rank1.pdb	289.399	-0.016	-3.618	5	2	202.87	0.42421	126.53	1.2697	0.66667	0.51651	0.79273	5	
fluaA@KBADFBLbbRfabbaRipshi`BFZfjJ@@	c1(sc2c(c1C(=O)c1cccc(Cl)c1)CCCC2)N	LocE_ZINC000000004121_rank1.pdb	291.801	3.9313	-5.78	2	1	212.19	0.22937	71.33	-3.1176	0.52632	0.47227	0.85734	2	
dk^HBMCYrQRJI[FfgZjjfjrDdv@@	C=C1C[C@@]2(CC[N@@H+](C)CC2)O[C@@H]1C	LocE_ZINC000000004140_rank1.pdb	182.286	-0.695	-1.428	2	1	159.82	0.17263	13.67	-3.9102	0.61538	0.11207	0.67908	0	
